DopingConcentration(C1(n1314_msh)) X,DopingConcentration(C1(n1314_msh)) Y,DopingConcentration(C1(n1349_msh)) X,DopingConcentration(C1(n1349_msh)) Y,DopingConcentration(C1(n1384_msh)) X,DopingConcentration(C1(n1384_msh)) Y,DopingConcentration(C2(n1207_msh_4)) X,DopingConcentration(C2(n1207_msh_4)) Y,DopingConcentration(C2(n1242_msh_4)) X,DopingConcentration(C2(n1242_msh_4)) Y,DopingConcentration(C2(n1277_msh_4)) X,DopingConcentration(C2(n1277_msh_4)) Y,GR = 0.03 ; AB = 0.32 X,GR = 0.03 ; AB = 0.32 Y,GR = 0.03 ; AB = 0.62 X,GR = 0.03 ; AB = 0.62 Y,GR = 0.07 ; AB = 0.32 X,GR = 0.07 ; AB = 0.32 Y,GR = 0.07 ; AB = 0.62 X,GR = 0.07 ; AB = 0.62 Y,GR = 0.1 ; AB = 0.32 X,GR = 0.1 ; AB = 0.32 Y,GR = 0.1 ; AB = 0.62 X,GR = 0.1 ; AB = 0.62 Y
-3.7789037,9.9009955e+15,-3.7789037,9.9009955e+15,-3.7789037,9.9009955e+15,-3.7797799,9.9009955e+15,-3.7797799,9.9009955e+15,-3.7797799,9.9009955e+15,-3.2482398,1e+16,-3.7778132,9.9009955e+15,-3.2482398,1e+16,-3.7778132,9.9009955e+15,-3.2482398,1e+16,-3.7778132,9.9009955e+15
-3.7730639,9.9009955e+15,-3.7730639,9.9009955e+15,-3.7730639,9.9009955e+15,-3.7730639,9.9009955e+15,-3.7730639,9.9009955e+15,-3.7730639,9.9009955e+15,-3.1782634,1e+16,-3.7730639,9.9009955e+15,-3.1782634,1e+16,-3.7730639,9.9009955e+15,-3.1782634,1e+16,-3.7730639,9.9009955e+15
-3.7439156,1.9205808e+16,-3.7439156,1.9205808e+16,-3.7439156,1.9205808e+16,-3.7447915,9.9009956e+15,-3.7447915,1.8926148e+16,-3.7447915,1.8926148e+16,-3.1082869,1e+16,-3.7428248,9.9009956e+15,-3.1082869,1e+16,-3.7428248,9.9009956e+15,-3.1082869,1e+16,-3.7428248,9.9009956e+15
-3.7380755,2.1070043e+16,-3.7380755,2.1070043e+16,-3.7380755,2.1070043e+16,-3.7380755,9.9009956e+15,-3.7380755,2.1070043e+16,-3.7380755,2.1070043e+16,-3.0383103,1e+16,-3.7380755,9.9009956e+15,-3.0383103,1e+16,-3.7380755,9.9009956e+15,-3.0383103,1e+16,-3.7380755,9.9009956e+15
-3.7089272,4.9407383e+16,-3.7089272,4.9407383e+16,-3.7089272,4.9407383e+16,-3.7098033,1.5953349e+16,-3.7098033,4.8555695e+16,-3.7098033,4.8555695e+16,-2.9683337,1e+16,-3.7078366,1.637435e+16,-2.9683337,1e+16,-3.7078366,1.637435e+16,-2.9683337,1e+16,-3.7078366,1.637435e+16
-3.7030873,5.508482e+16,-3.7030873,5.508482e+16,-3.7030873,5.508482e+16,-3.7030873,1.7391065e+16,-3.7030873,5.508482e+16,-3.7030873,5.508482e+16,-2.8983572,1e+16,-3.7030873,1.7391065e+16,-2.8983572,1e+16,-3.7030873,1.7391065e+16,-2.8983572,1e+16,-3.7030873,1.7391065e+16
-3.673939,8.1211789e+16,-3.673939,8.1211789e+16,-3.673939,8.1211789e+16,-3.6748149,5.6579287e+16,-3.6748149,8.0426534e+16,-3.6748149,8.0426534e+16,-2.758404,1e+16,-3.6728482,5.930522e+16,-2.758404,1e+16,-3.6728482,5.930522e+16,-2.758404,1e+16,-3.6728482,5.930522e+16
-3.6680989,8.6446374e+16,-3.6680989,8.6446374e+16,-3.6680989,8.6446374e+16,-3.6680989,6.5888319e+16,-3.6680989,8.6446374e+16,-3.6680989,8.6446374e+16,-2.6184511,1e+16,-3.6680989,6.5888319e+16,-2.6184511,1e+16,-3.6680989,6.5888319e+16,-2.6184511,1e+16,-3.6680989,6.5888319e+16
-3.6535249,9.9227902e+16,-3.6535249,9.9227902e+16,-3.6535249,9.9227902e+16,-3.6539629,8.8260141e+16,-3.6539629,9.8843748e+16,-3.6539629,9.8843748e+16,-2.478498,1e+16,-3.6529796,8.9816325e+16,-2.478498,1e+16,-3.6529796,8.9816325e+16,-2.478498,1e+16,-3.6529796,8.9816325e+16
-3.650605,1.017887e+17,-3.650605,1.017887e+17,-3.650605,1.017887e+17,-3.650605,9.3574493e+16,-3.650605,1.017887e+17,-3.650605,1.017887e+17,-2.3385448,1e+16,-3.650605,9.3574493e+16,-2.3385448,1e+16,-3.650605,9.3574493e+16,-2.3385448,1e+16,-3.650605,9.3574493e+16
-3.6360307,1.1706016e+17,-3.6360307,1.1706016e+17,-3.6360307,1.1706016e+17,-3.6364686,1.1514037e+17,-3.6364686,1.1660117e+17,-3.6364686,1.1660117e+17,-2.1985919,1e+16,-3.6354854,1.1664049e+17,-2.1985919,1e+16,-3.6354854,1.1664049e+17,-2.1985919,1e+16,-3.6354854,1.1664049e+17
-3.6331108,1.2011983e+17,-3.6331108,1.2011983e+17,-3.6331108,1.2011983e+17,-3.6331108,1.2026327e+17,-3.6331108,1.2011983e+17,-3.6331108,1.2011983e+17,-2.0586388,1e+16,-3.6331108,1.2026327e+17,-2.0586388,1e+16,-3.6331108,1.2026327e+17,-2.0586388,1e+16,-3.6331108,1.2026327e+17
-3.6185365,1.4060713e+17,-3.6185365,1.4060713e+17,-3.6185365,1.4060713e+17,-3.6189744,1.4049352e+17,-3.6189744,1.3999137e+17,-3.6189744,1.3999137e+17,-1.9186858,1e+16,-3.6179912,1.4190074e+17,-1.9186858,1e+16,-3.6179912,1.4190074e+17,-1.9186858,1e+16,-3.6179912,1.4190074e+17
-3.6156166,1.4471179e+17,-3.6156166,1.4471179e+17,-3.6156166,1.4471179e+17,-3.6156166,1.4529915e+17,-3.6156166,1.4471179e+17,-3.6156166,1.4471179e+17,-1.7787327,1e+16,-3.6156166,1.4529915e+17,-1.7787327,1e+16,-3.6156166,1.4529915e+17,-1.7787327,1e+16,-3.6156166,1.4529915e+17
-3.6026049,1.4078402e+17,-3.6026049,1.4078302e+17,-3.6026049,1.4077844e+17,-3.6029959,1.4101482e+17,-3.6029959,1.409011e+17,-3.6029959,1.4089666e+17,-1.6387796,1e+16,-3.602118,1.6376799e+17,-1.6387796,1e+16,-3.602118,1.6378343e+17,-1.6387796,1e+16,-3.602118,1.6378682e+17
-3.599998,1.3999709e+17,-3.599998,1.3999588e+17,-3.599998,1.3999039e+17,-3.599998,1.3999709e+17,-3.599998,1.3999588e+17,-3.599998,1.3999039e+17,-1.4988265,1e+16,-3.599998,1.6666873e+17,-1.4988265,1e+16,-3.599998,1.666866e+17,-1.4988265,1e+16,-3.599998,1.6669052e+17
-3.599998,1.3999709e+17,-3.599998,1.3999588e+17,-3.599998,1.3999039e+17,-3.599998,1.3999709e+17,-3.599998,1.3999588e+17,-3.599998,1.3999039e+17,-1.3588735,1e+16,-3.599998,1.6666873e+17,-1.3588735,1e+16,-3.599998,1.666866e+17,-1.3588735,1e+16,-3.599998,1.6669052e+17
-3.5984356,1.377442e+17,-3.5984356,1.3682247e+17,-3.5984356,1.3271997e+17,-3.5984826,1.3781191e+17,-3.5984826,1.3691785e+17,-3.5984826,1.3293848e+17,-1.2189205,1e+16,-3.5983772,1.4343486e+17,-1.2189205,1e+16,-3.5983772,1.562259e+17,-1.2189205,1e+16,-3.5983772,1.5921266e+17
-3.5981226,1.3729283e+17,-3.5981226,1.3618668e+17,-3.5981226,1.3126332e+17,-3.5981226,1.3729283e+17,-3.5981226,1.3618668e+17,-3.5981226,1.3126332e+17,-1.0789673,1e+16,-3.5981226,1.3978572e+17,-1.0789673,1e+16,-3.5981226,1.5458293e+17,-1.0789673,1e+16,-3.5981226,1.5803818e+17
-3.5835483,1.1826611e+17,-3.5835483,1.1044608e+17,-3.5835483,8.1899452e+16,-3.5839863,1.1883796e+17,-3.5839863,1.1121972e+17,-3.5839863,8.33831e+16,-1.0089909,1e+16,-3.583003,4.2392736e+16,-1.0089909,1e+16,-3.583003,8.711717e+16,-1.0089909,1e+16,-3.583003,1.0452908e+17
-3.5806284,1.1445407e+17,-3.5806284,1.052889e+17,-3.5806284,7.2009312e+16,-3.5806284,1.1445407e+17,-3.5806284,1.052889e+17,-3.5806284,7.2009312e+16,-0.93901432,1e+16,-3.5806284,2.7096051e+16,-0.93901432,1e+16,-3.5806284,7.6520898e+16,-0.93901432,1e+16,-3.5806284,9.6124861e+16
-3.5660541,9.8592466e+16,-3.5660541,8.5388279e+16,-3.5660541,5.0935813e+16,-3.5664921,9.9069192e+16,-3.5664921,8.5986399e+16,-3.5664921,5.1569185e+16,-0.86903781,1e+16,-3.5655088,1.2320647e+16,-0.86903781,1e+16,-3.5655088,4.3124322e+16,-0.86903781,1e+16,-3.5655088,6.357858e+16
-3.5631342,9.5414564e+16,-3.5631342,8.1401154e+16,-3.5631342,4.67137e+16,-3.5631342,9.5414564e+16,-3.5631342,8.1401154e+16,-3.5631342,4.67137e+16,-0.79906124,1e+16,-3.5631342,1e+16,-0.79906124,1e+16,-3.5631342,3.7879006e+16,-0.79906124,1e+16,-3.5631342,5.8466813e+16
-3.5485599,8.2191545e+16,-3.5485599,6.6015548e+16,-3.5485599,4.0523819e+16,-3.5489979,8.2588967e+16,-3.5489979,6.6477968e+16,-3.5489979,4.0709858e+16,-0.72908473,1.6490383e+16,-3.5480146,1e+16,-0.72908473,1.6490383e+16,-3.5480146,2.1347194e+16,-0.72908473,1.6490383e+16,-3.5480146,3.8670922e+16
-3.54564,7.9542289e+16,-3.54564,6.2933014e+16,-3.54564,3.9283665e+16,-3.54564,7.9542289e+16,-3.54564,6.2933014e+16,-3.54564,3.9283665e+16,-0.69409645,2.5292589e+16,-3.54564,1e+16,-0.69409645,2.5292589e+16,-3.54564,1.8750683e+16,-0.69409645,2.5292589e+16,-3.54564,3.556175e+16
-3.5310659,6.8518927e+16,-3.5310659,5.1250522e+16,-3.5310659,3.4078314e+16,-3.5315039,6.8850238e+16,-3.5315039,5.1601644e+16,-3.5315039,3.4234763e+16,-0.65910816,3.8793219e+16,-3.5305207,1e+16,-0.65910816,3.8793219e+16,-3.5305207,1.1187832e+16,-0.65910816,3.8793219e+16,-3.5305207,2.3521132e+16
-3.528146,6.6310377e+16,-3.528146,4.8909914e+16,-3.528146,3.3035413e+16,-3.528146,6.6310377e+16,-3.528146,4.8909914e+16,-3.528146,3.3035413e+16,-0.62411994,5.9500192e+16,-3.528146,1e+16,-0.62411994,5.9500192e+16,-3.528146,1e+16,-0.62411994,5.9500192e+16,-3.528146,2.1630015e+16
-3.5135717,5.7120759e+16,-3.5135717,4.1258353e+16,-3.5135717,2.8657997e+16,-3.5140097,5.7396956e+16,-3.5140097,4.1488323e+16,-3.5140097,2.8789562e+16,-0.6066258,7.3688487e+16,-3.5130265,1e+16,-0.6066258,7.3688487e+16,-3.5130265,1e+16,-0.6066258,7.3688487e+16,-3.5130265,1.4306451e+16
-3.5106518,5.5279603e+16,-3.5106518,3.9725349e+16,-3.5106518,2.7780974e+16,-3.5106518,5.5279603e+16,-3.5106518,3.9725349e+16,-3.5106518,2.7780974e+16,-0.58913165,9.1260093e+16,-3.5106518,1e+16,-0.58913165,9.1260093e+16,-3.5106518,1e+16,-0.58913165,9.1260093e+16,-3.5106518,1.3156202e+16
-3.5017762,5.0880925e+16,-3.5017762,3.578855e+16,-3.5017762,2.546409e+16,-3.502043,5.1013129e+16,-3.502043,3.5906872e+16,-3.502043,2.5533725e+16,-0.57163751,1.1302179e+17,-3.5014443,1e+16,-0.57163751,1.1302179e+17,-3.5014443,1e+16,-0.57163751,1.1302179e+17,-3.5014443,1.0428428e+16
-3.4999981,4.9999642e+16,-3.4999981,3.4999805e+16,-3.4999981,2.4999898e+16,-3.4999981,4.9999642e+16,-3.4999981,3.4999805e+16,-3.4999981,2.4999898e+16,-0.55414337,1.3997274e+17,-3.4999981,1e+16,-0.55414337,1.3997274e+17,-3.4999981,1e+16,-0.55414337,1.3997274e+17,-3.4999981,1e+16
-3.4999981,4.9999642e+16,-3.4999981,3.4999805e+16,-3.4999981,2.4999898e+16,-3.4999981,4.9999642e+16,-3.4999981,3.4999805e+16,-3.4999981,2.4999898e+16,-0.53664929,1.7335035e+17,-3.4999981,1e+16,-0.53664929,1.7335035e+17,-3.4999981,1e+16,-0.53664929,1.7335035e+17,-3.4999981,1e+16
-3.4942994,4.8992958e+16,-3.4942994,3.4449809e+16,-3.4942994,2.4711824e+16,-3.4944706,4.9023214e+16,-3.4944706,3.4466339e+16,-3.4944706,2.4720482e+16,-0.51915514,2.1468712e+17,-3.4940863,1e+16,-0.51915514,2.1468712e+17,-3.4940863,1e+16,-0.51915514,2.1468712e+17,-3.4940863,1e+16
-3.4931576,4.8791267e+16,-3.4931576,3.4339616e+16,-3.4931576,2.4654108e+16,-3.4931576,4.8791267e+16,-3.4931576,3.4339616e+16,-3.4931576,2.4654108e+16,-0.499998,2.7134171e+17,-3.4931576,1e+16,-0.499998,2.7134171e+17,-3.4931576,1e+16,-0.499998,2.7134171e+17,-3.4931576,1e+16
-3.4785836,4.6325954e+16,-3.4785836,3.2979728e+16,-3.4785836,2.3935351e+16,-3.4790215,4.640005e+16,-3.4790215,3.30206e+16,-3.4790215,2.3956954e+16,-0.499998,2.7134171e+17,-3.4780383,1e+16,-0.499998,2.7134171e+17,-3.4780383,1e+16,-0.499998,2.7134171e+17,-3.4780383,1e+16
-3.4756637,4.5832024e+16,-3.4756637,3.2707272e+16,-3.4756637,2.3791347e+16,-3.4756637,4.5832024e+16,-3.4756637,3.2707272e+16,-3.4756637,2.3791347e+16,-0.48416686,3.2928241e+17,-3.4756637,1e+16,-0.48416686,3.2928241e+17,-3.4756637,1e+16,-0.48416686,3.2928241e+17,-3.4756637,1e+16
-3.4610894,4.3516235e+16,-3.4610894,3.1412027e+16,-3.4610894,2.3097743e+16,-3.4615273,4.3585837e+16,-3.4615273,3.1450956e+16,-3.4615273,2.311859e+16,-0.46667272,4.0780243e+17,-3.4605441,1e+16,-0.46667272,4.0780243e+17,-3.4605441,1e+16,-0.46667272,4.0780243e+17,-3.4605441,1e+16
-3.4581695,4.3052263e+16,-3.4581695,3.1152522e+16,-3.4581695,2.2958778e+16,-3.4581695,4.3052263e+16,-3.4581695,3.1152522e+16,-3.4581695,2.2958778e+16,-0.44917861,5e+17,-3.4581695,1e+16,-0.44917861,5e+17,-3.4581695,1e+16,-0.44917861,5e+17,-3.4581695,1e+16
-3.4435952,4.0876929e+16,-3.4435952,2.9918847e+16,-3.4435952,2.2289447e+16,-3.4440331,4.094231e+16,-3.4440331,2.9955926e+16,-3.4440331,2.2309564e+16,-0.43168446,5e+17,-3.4430499,1e+16,-0.43168446,5e+17,-3.4430499,1e+16,-0.43168446,5e+17,-3.4430499,1e+16
-3.4406753,4.0441097e+16,-3.4406753,2.9671678e+16,-3.4406753,2.2155345e+16,-3.4406753,4.0441097e+16,-3.4406753,2.9671678e+16,-3.4406753,2.2155345e+16,-0.41419032,5e+17,-3.4406753,1e+16,-0.41419032,5e+17,-3.4406753,1e+16,-0.41419032,5e+17,-3.4406753,1e+16
-3.426101,3.83977e+16,-3.426101,2.8496646e+16,-3.426101,2.1509437e+16,-3.4265389,3.8459115e+16,-3.4265389,2.8531962e+16,-3.4265389,2.152885e+16,-0.39669621,5e+17,-3.4255557,1e+16,-0.39669621,5e+17,-3.4255557,1e+16,-0.39669621,5e+17,-3.4255557,1e+16
-3.4231811,3.7988302e+16,-3.4231811,2.8261226e+16,-3.4231811,2.1380028e+16,-3.4231811,3.7988302e+16,-3.4231811,2.8261226e+16,-3.4231811,2.1380028e+16,-0.37920207,5e+17,-3.4231811,1e+16,-0.37920207,5e+17,-3.4231811,1e+16,-0.37920207,5e+17,-3.4231811,1e+16
-3.408607,3.6068839e+16,-3.408607,2.714205e+16,-3.408607,2.0756723e+16,-3.409045,3.6126529e+16,-3.409045,2.7175687e+16,-3.409045,2.0775456e+16,-0.34421378,5e+17,-3.4080617,1e+16,-0.34421378,5e+17,-3.4080617,1e+16,-0.34421378,5e+17,-3.4080617,1e+16
-3.4056871,3.5684271e+16,-3.4056871,2.6917821e+16,-3.4056871,2.0631842e+16,-3.4056871,3.5684271e+16,-3.4056871,2.6917821e+16,-3.4056871,2.0631842e+16,-0.30922553,5e+17,-3.4056871,1e+16,-0.30922553,5e+17,-3.4056871,1e+16,-0.30922553,5e+17,-3.4056871,1e+16
-3.3911128,3.3881225e+16,-3.3911128,2.5851844e+16,-3.3911128,2.0030349e+16,-3.3915508,3.3935416e+16,-3.3915508,2.5883883e+16,-3.3915508,2.0048427e+16,-0.27423728,5e+17,-3.3905675,1e+16,-0.27423728,5e+17,-3.3905675,1e+16,-0.27423728,5e+17,-3.3905675,1e+16
-3.3881929,3.3519982e+16,-3.3881929,2.5638274e+16,-3.3881929,1.9909839e+16,-3.3881929,3.3519982e+16,-3.3881929,2.5638274e+16,-3.3881929,1.9909839e+16,-0.23924901,5e+17,-3.3881929,1e+16,-0.23924901,5e+17,-3.3881929,1e+16,-0.23924901,5e+17,-3.3881929,1e+16
-3.3590446,3.0235328e+16,-3.3590446,2.3655927e+16,-3.3590446,1.8769264e+16,-3.3599207,3.0334049e+16,-3.3599207,2.3715507e+16,-3.3599207,1.8803544e+16,-0.16927247,5e+17,-3.357954,1e+16,-0.16927247,5e+17,-3.357954,1e+16,-0.16927247,5e+17,-3.357954,1e+16
-3.3532047,2.9577241e+16,-3.3532047,2.3258761e+16,-3.3532047,1.8540747e+16,-3.3532047,2.9577241e+16,-3.3532047,2.3258761e+16,-3.3532047,1.8540747e+16,-0.099295937,5.0000012e+17,-3.3532047,1e+16,-0.099295937,5.0000012e+17,-3.3532047,1e+16,-0.099295937,5.0000012e+17,-3.3532047,1e+16
-3.3240564,2.667894e+16,-3.3240564,2.1460397e+16,-3.3240564,1.7478603e+16,-3.3249323,2.676605e+16,-3.3249323,2.1514448e+16,-3.3249323,1.7510526e+16,-0.029319406,5.0580173e+17,-3.3229656,1e+16,-0.029319406,5.0580173e+17,-3.3229656,1e+16,-0.029319406,5.0580173e+17,-3.3229656,1e+16
-3.3182163,2.609826e+16,-3.3182163,2.1100092e+16,-3.3182163,1.7265801e+16,-3.3182163,2.609826e+16,-3.3182163,2.1100092e+16,-3.3182163,1.7265801e+16,0.040657125,6.6666667e+17,-3.3182163,1e+16,0.040657125,6.6666667e+17,-3.3182163,1e+16,0.040657125,6.6666667e+17,-3.3182163,1e+16
-3.289068,2.3540868e+16,-3.289068,1.9468637e+16,-3.289068,1.6276694e+16,-3.2899442,2.3617731e+16,-3.2899442,1.9517671e+16,-3.2899442,1.6306422e+16,0.11063366,6.6666667e+17,-3.2879775,1e+16,0.11063366,6.6666667e+17,-3.2879775,1e+16,0.11063366,6.6666667e+17,-3.2879775,1e+16
-3.2832282,2.3028489e+16,-3.2832282,1.9141772e+16,-3.2832282,1.6078525e+16,-3.2832282,2.3028489e+16,-3.2832282,1.9141772e+16,-3.2832282,1.6078525e+16,0.18061019,6.6666667e+17,-3.2832282,1e+16,0.18061019,6.6666667e+17,-3.2832282,1e+16,0.18061019,6.6666667e+17,-3.2832282,1e+16
-3.2540798,2.0771906e+16,-3.2540798,1.7661734e+16,-3.2540798,1.5157434e+16,-3.2549558,2.0839729e+16,-3.2549558,1.7706217e+16,-3.2549558,1.5185118e+16,0.32056326,6.6666667e+17,-3.2529891,1e+16,0.32056326,6.6666667e+17,-3.2529891,1e+16,0.32056326,6.6666667e+17,-3.2529891,1e+16
-3.2482398,2.0319796e+16,-3.2482398,1.7365205e+16,-3.2482398,1.4972892e+16,-3.2482398,2.0319796e+16,-3.2482398,1.7365205e+16,-3.2482398,1.4972892e+16,0.4605163,6.6666667e+17,-3.2482398,1e+16,0.4605163,6.6666667e+17,-3.2482398,1e+16,0.4605163,6.6666667e+17,-3.2482398,1e+16
-3.1899433,1.6571692e+16,-3.1899433,1.4804471e+16,-3.1899433,1.331637e+16,-3.1916955,1.6684342e+16,-3.1916955,1.4881435e+16,-3.1916955,1.3366158e+16,0.60046935,6.6666667e+17,-3.187762,1e+16,0.60046935,6.6666667e+17,-3.187762,1e+16,0.60046935,6.6666667e+17,-3.187762,1e+16
-3.1782634,1.5820752e+16,-3.1782634,1.4291423e+16,-3.1782634,1.2984483e+16,-3.1782634,1.5820752e+16,-3.1782634,1.4291423e+16,-3.1782634,1.2984483e+16,0.74042243,6.6666667e+17,-3.1782634,1e+16,0.74042243,6.6666667e+17,-3.1782634,1e+16,0.74042243,6.6666667e+17,-3.1782634,1e+16
-3.1199667,1.2902523e+16,-3.1199667,1.218396e+16,-3.1199667,1.1547949e+16,-3.1217189,1.2990231e+16,-3.1217189,1.2247301e+16,-3.1217189,1.1591124e+16,0.8803755,6.6666667e+17,-3.1177857,1e+16,0.8803755,6.6666667e+17,-3.1177857,1e+16,0.8803755,6.6666667e+17,-3.1177857,1e+16
-3.1082869,1.231785e+16,-3.1082869,1.1761726e+16,-3.1082869,1.1260136e+16,-3.1082869,1.231785e+16,-3.1082869,1.1761726e+16,-3.1082869,1.1260136e+16,1.0203285,6.6666667e+17,-3.1082869,1e+16,1.0203285,6.6666667e+17,-3.1082869,1e+16,1.0203285,6.6666667e+17,-3.1082869,1e+16
-3.0499902,1.0386874e+16,-3.0499902,1.0294051e+16,-3.0499902,1.021033e+16,-3.0517423,1.0444911e+16,-3.0517423,1.0338163e+16,-3.0517423,1.0241883e+16,1.1602817,6.6666667e+17,-3.0478091,1e+16,1.1602817,6.6666667e+17,-3.0478091,1e+16,1.1602817,6.6666667e+17,-3.0478091,1e+16
-3.0383103,1e+16,-3.0383103,1e+16,-3.0383103,1e+16,-3.0383103,1e+16,-3.0383103,1e+16,-3.0383103,1e+16,1.3002347,6.6666667e+17,-3.0383103,1e+16,1.3002347,6.6666667e+17,-3.0383103,1e+16,1.3002347,6.6666667e+17,-3.0383103,1e+16
-2.9800136,1e+16,-2.9800136,1e+16,-2.9800136,1e+16,-2.9817657,1e+16,-2.9817657,1e+16,-2.9817657,1e+16,1.4401877,6.6666667e+17,-2.9778326,1e+16,1.4401877,6.6666667e+17,-2.9778326,1e+16,1.4401877,6.6666667e+17,-2.9778326,1e+16
-2.9683337,1e+16,-2.9683337,1e+16,-2.9683337,1e+16,-2.9683337,1e+16,-2.9683337,1e+16,-2.9683337,1e+16,1.5801408,6.6666667e+17,-2.9683337,1e+16,1.5801408,6.6666667e+17,-2.9683337,1e+16,1.5801408,6.6666667e+17,-2.9683337,1e+16
-2.910037,1e+16,-2.910037,1e+16,-2.910037,1e+16,-2.9117892,1e+16,-2.9117892,1e+16,-2.9117892,1e+16,1.7200938,6.6666667e+17,-2.907856,1e+16,1.7200938,6.6666667e+17,-2.907856,1e+16,1.7200938,6.6666667e+17,-2.907856,1e+16
-2.8983572,1e+16,-2.8983572,1e+16,-2.8983572,1e+16,-2.8983572,1e+16,-2.8983572,1e+16,-2.8983572,1e+16,1.860047,6.6666667e+17,-2.8983572,1e+16,1.860047,6.6666667e+17,-2.8983572,1e+16,1.860047,6.6666667e+17,-2.8983572,1e+16
-2.7817638,1e+16,-2.7817638,1e+16,-2.7817638,1e+16,-2.7852681,1e+16,-2.7852681,1e+16,-2.7852681,1e+16,2,6.6666667e+17,-2.7774014,1e+16,2,6.6666667e+17,-2.7774014,1e+16,2,6.6666667e+17,-2.7774014,1e+16
-2.758404,1e+16,-2.758404,1e+16,-2.758404,1e+16,-2.758404,1e+16,-2.758404,1e+16,-2.758404,1e+16,-,-,-2.758404,1e+16,-,-,-2.758404,1e+16,-,-,-2.758404,1e+16
-2.6418109,1e+16,-2.6418109,1e+16,-2.6418109,1e+16,-2.6453149,1e+16,-2.6453149,1e+16,-2.6453149,1e+16,-,-,-2.6374485,1e+16,-,-,-2.6374485,1e+16,-,-,-2.6374485,1e+16
-2.6184511,1e+16,-2.6184511,1e+16,-2.6184511,1e+16,-2.6184511,1e+16,-2.6184511,1e+16,-2.6184511,1e+16,-,-,-2.6184511,1e+16,-,-,-2.6184511,1e+16,-,-,-2.6184511,1e+16
-2.5018578,1e+16,-2.5018578,1e+16,-2.5018578,1e+16,-2.505362,1e+16,-2.505362,1e+16,-2.505362,1e+16,-,-,-2.4974954,1e+16,-,-,-2.4974954,1e+16,-,-,-2.4974954,1e+16
-2.478498,1e+16,-2.478498,1e+16,-2.478498,1e+16,-2.478498,1e+16,-2.478498,1e+16,-2.478498,1e+16,-,-,-2.478498,1e+16,-,-,-2.478498,1e+16,-,-,-2.478498,1e+16
-2.3619046,1e+16,-2.3619046,1e+16,-2.3619046,1e+16,-2.3654089,1e+16,-2.3654089,1e+16,-2.3654089,1e+16,-,-,-2.3575423,1e+16,-,-,-2.3575423,1e+16,-,-,-2.3575423,1e+16
-2.3385448,1e+16,-2.3385448,1e+16,-2.3385448,1e+16,-2.3385448,1e+16,-2.3385448,1e+16,-2.3385448,1e+16,-,-,-2.3385448,1e+16,-,-,-2.3385448,1e+16,-,-,-2.3385448,1e+16
-2.2219517,1e+16,-2.2219517,1e+16,-2.2219517,1e+16,-2.2254558,1e+16,-2.2254558,1e+16,-2.2254558,1e+16,-,-,-2.2175894,1e+16,-,-,-2.2175894,1e+16,-,-,-2.2175894,1e+16
-2.1985919,1e+16,-2.1985919,1e+16,-2.1985919,1e+16,-2.1985919,1e+16,-2.1985919,1e+16,-2.1985919,1e+16,-,-,-2.1985919,1e+16,-,-,-2.1985919,1e+16,-,-,-2.1985919,1e+16
-2.0819986,1e+16,-2.0819986,1e+16,-2.0819986,1e+16,-2.0855029,1e+16,-2.0855029,1e+16,-2.0855029,1e+16,-,-,-2.0776362,1e+16,-,-,-2.0776362,1e+16,-,-,-2.0776362,1e+16
-2.0586388,1e+16,-2.0586388,1e+16,-2.0586388,1e+16,-2.0586388,1e+16,-2.0586388,1e+16,-2.0586388,1e+16,-,-,-2.0586388,1e+16,-,-,-2.0586388,1e+16,-,-,-2.0586388,1e+16
-1.9420455,1e+16,-1.9420455,1e+16,-1.9420455,1e+16,-1.9455497,1e+16,-1.9455497,1e+16,-1.9455497,1e+16,-,-,-1.9376832,1e+16,-,-,-1.9376832,1e+16,-,-,-1.9376832,1e+16
-1.9186858,1e+16,-1.9186858,1e+16,-1.9186858,1e+16,-1.9186858,1e+16,-1.9186858,1e+16,-1.9186858,1e+16,-,-,-1.9186858,1e+16,-,-,-1.9186858,1e+16,-,-,-1.9186858,1e+16
-1.8020923,1e+16,-1.8020923,1e+16,-1.8020923,1e+16,-1.8055966,1e+16,-1.8055966,1e+16,-1.8055966,1e+16,-,-,-1.7977301,1e+16,-,-,-1.7977301,1e+16,-,-,-1.7977301,1e+16
-1.7787327,1e+16,-1.7787327,1e+16,-1.7787327,1e+16,-1.7787327,1e+16,-1.7787327,1e+16,-1.7787327,1e+16,-,-,-1.7787327,1e+16,-,-,-1.7787327,1e+16,-,-,-1.7787327,1e+16
-1.6621393,1e+16,-1.6621393,1e+16,-1.6621393,1e+16,-1.6656436,1e+16,-1.6656436,1e+16,-1.6656436,1e+16,-,-,-1.6577771,1e+16,-,-,-1.6577771,1e+16,-,-,-1.6577771,1e+16
-1.6387796,1e+16,-1.6387796,1e+16,-1.6387796,1e+16,-1.6387796,1e+16,-1.6387796,1e+16,-1.6387796,1e+16,-,-,-1.6387796,1e+16,-,-,-1.6387796,1e+16,-,-,-1.6387796,1e+16
-1.5221862,1e+16,-1.5221862,1e+16,-1.5221862,1e+16,-1.5256904,1e+16,-1.5256904,1e+16,-1.5256904,1e+16,-,-,-1.5178239,1e+16,-,-,-1.5178239,1e+16,-,-,-1.5178239,1e+16
