[1] Vmax: 36.66 when xp = -4.45344 (19.28s)
[2] Vmax: 89.61 when xp = -4.48420 (34.69s)
[3] Vmax: 59.13 when xp = -4.46882 (48.57s)
[4] Vmax: 75.15 when xp = -4.47651 (62.50s)
[5] Vmax: 66.73 when xp = -4.47267 (75.94s)
[6] Vmax: 71.02 when xp = -4.47459 (89.30s)
