0.705641026,2.492394572,310.7381475
0.717948718,3.106570294,1278.116067
0.728205128,3.375603001,2374.668552
0.738461538,3.508161381,3222.265939
0.748717949,3.550643959,3553.398859
0.756923077,3.610985235,4083.055045
0.769230769,3.694520501,4949.034723
0.777435897,3.74827249,5601.089208
0.78974359,3.784540919,6088.92912
0.797948718,3.830370354,6766.597654
0.845128205,3.862780772,7290.893798
0.898461538,4.009641126,10224.47755
0.945641026,4.024146403,10571.73827
0.996923077,4.102398757,12658.98127
1.101538462,4.258369227,18128.80707
1.2,4.377908777,23873.09776
1.302564103,4.463040289,29042.92071
1.398974359,4.538887248,34584.95765
1.503589744,4.582805696,38265.35052
