energy,absorption
0.705641026,228.4362387
0.717948718,1335.096582
0.728205128,2582.308965
0.738461538,3502.326872
0.748717949,3877.586067
0.756923077,4381.035665
0.769230769,5314.557525
0.777435897,5945.017285
0.78974359,6582.000206
0.797948718,7140.885816
0.845128205,7604.265448
0.898461538,10328.83511
0.945641026,10561.73773
0.996923077,12448.91206
1.101538462,16776.74024
1.2,21057.59556
1.302564103,24614.84031
1.398974359,28487.60454
1.503589744,30712.54554
